jxt	 T_yCCW24	 T_yCW24	 T_yCCW28	 T_yCW28	 T_yCCW32	 T_yCW32
IndPIP	108.1562	127.7968	79.5015	140.2559	258.2295	180.7483
MidPIP	31.3964	28.0435	30.0682	25.1968	30.5025	42.2101
RinPIP	82.8940	26.5191	69.7512	41.5089	33.7197	44.6960
LitPIP	96.9296	52.5581	133.4129	66.1863	53.0971	109.7368
ThDIP	185.8768	143.6034	181.2062	165.5405	235.0176	228.6997
IndDIP	47.5091	56.1365	34.9221	61.6093	113.4308	79.3962
MidDIP	12.4102	11.0849	11.8852	9.9597	12.0569	16.6846
RinDIP	30.4105	9.7288	25.5889	15.2280	12.3704	16.3972
LitDIP	36.6495	19.8725	50.4441	25.0253	20.0763	41.4920
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	729.6667	563.5009	710.8427	649.1136	922.2414	896.8805
IndMCP_f	251.5324	297.1500	184.9252	326.1533	600.7614	420.1012
MidMCP_f	72.6634	64.8539	69.5797	58.2833	70.5383	97.6324
RinMMCP_fCP	164.3787	52.6531	138.4216	82.1938	66.8513	88.6954
LitMCP_f	180.1976	97.6384	247.4062	122.6701	98.5274	203.5464
ThPIP	476.3989	367.9093	464.1087	423.8058	602.1307	585.5726
IndPIP	108.1799	127.7992	79.5332	140.2730	258.3774	180.6785
MidPIP	31.4117	28.0357	30.0786	25.1953	30.4930	42.2056
RinPIP	82.9185	26.5601	69.8248	41.4615	33.7222	44.7411
LitPIP	97.1066	52.6163	133.3246	66.1056	53.0954	109.6890
ThDIP	186.0168	143.6555	181.2179	165.4811	235.1107	228.6453
IndDIP	47.5195	56.1375	34.9360	61.6168	113.4958	79.3655
MidDIP	12.4162	11.0818	11.8893	9.9591	12.0531	16.6828
RinDIP	30.4195	9.7438	25.6159	15.2106	12.3713	16.4137
LitDIP	36.7165	19.8945	50.4107	24.9949	20.0756	41.4740
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	730.1983	563.7068	710.8726	648.8719	922.5884	896.6535
IndMCP_f	251.5809	297.1562	184.9943	326.1897	601.0933	419.9290
MidMCP_f	72.6994	64.8353	69.6038	58.2793	70.5165	97.6220
RinMMCP_fCP	164.4224	52.7371	138.5657	82.1023	66.8558	88.7869
LitMCP_f	180.5207	97.7454	247.2349	122.5152	98.5208	203.4538
ThPIP	476.7459	368.0438	464.1282	423.6480	602.3573	585.4244
IndPIP	108.2007	127.8019	79.5630	140.2887	258.5201	180.6044
MidPIP	31.4273	28.0277	30.0890	25.1936	30.4836	42.2010
RinPIP	82.9405	26.6025	69.8975	41.4153	33.7244	44.7873
LitPIP	97.2807	52.6740	133.2323	66.0222	53.0919	109.6391
ThDIP	186.1524	143.7080	181.2256	165.4195	235.1991	228.5874
IndDIP	47.5286	56.1387	34.9491	61.6237	113.5585	79.3329
MidDIP	12.4224	11.0786	11.8934	9.9584	12.0494	16.6810
RinDIP	30.4276	9.7594	25.6426	15.1936	12.3722	16.4307
LitDIP	36.7823	19.9163	50.3758	24.9633	20.0743	41.4551
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	730.7114	563.9144	710.8861	648.6218	922.9174	896.4126
IndMCP_f	251.6229	297.1630	185.0588	326.2226	601.4131	419.7466
MidMCP_f	72.7362	64.8161	69.6276	58.2748	70.4950	97.6115
RinMMCP_fCP	164.4612	52.8241	138.7081	82.0138	66.8598	88.8806
LitMCP_f	180.8380	97.8513	247.0562	122.3548	98.5108	203.3573
ThPIP	477.0810	368.1793	464.1370	423.4847	602.5721	585.2671
IndPIP	108.2188	127.8048	79.5907	140.3029	258.6577	180.5260
MidPIP	31.4432	28.0194	30.0994	25.1916	30.4743	42.1965
RinPIP	82.9600	26.6464	69.9693	41.3706	33.7265	44.8345
LitPIP	97.4517	52.7311	133.1361	65.9357	53.0864	109.5871
ThDIP	186.2832	143.7609	181.2290	165.3557	235.2830	228.5260
IndDIP	47.5366	56.1400	34.9613	61.6299	113.6189	79.2985
MidDIP	12.4287	11.0754	11.8975	9.9576	12.0457	16.6792
RinDIP	30.4347	9.7755	25.6689	15.1772	12.3729	16.4480
LitDIP	36.8470	19.9379	50.3394	24.9306	20.0722	41.4354
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	731.2056	564.1237	710.8831	648.3633	923.2284	896.1574
IndMCP_f	251.6583	297.1705	185.1184	326.2521	601.7209	419.5540
MidMCP_f	72.7737	64.7965	69.6514	58.2698	70.4737	97.6009
RinMMCP_fCP	164.4949	52.9141	138.8485	81.9281	66.8634	88.9765
LitMCP_f	181.1494	97.9562	246.8701	122.1889	98.4973	203.2569
ThPIP	477.4036	368.3160	464.1350	423.3159	602.7752	585.1005
IndPIP	108.2340	127.8080	79.6163	140.3156	258.7900	180.4431
MidPIP	31.4594	28.0109	30.1096	25.1895	30.4651	42.1920
RinPIP	82.9771	26.6918	70.0401	41.3275	33.7283	44.8829
LitPIP	97.6195	52.7876	133.0358	65.8463	53.0792	109.5330
ThDIP	186.4091	143.8143	181.2282	165.2898	235.3623	228.4610
IndDIP	47.5433	56.1414	34.9726	61.6355	113.6770	79.2621
MidDIP	12.4351	11.0720	11.9016	9.9568	12.0421	16.6774
RinDIP	30.4410	9.7921	25.6949	15.1614	12.3735	16.4657
LitDIP	36.9104	19.9592	50.3015	24.8968	20.0695	41.4150
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	731.6802	564.3348	710.8633	648.0963	923.5215	895.8879
IndMCP_f	251.6871	297.1788	185.1732	326.2782	602.0166	419.3507
MidMCP_f	72.8119	64.7763	69.6748	58.2643	70.4527	97.5904
RinMMCP_fCP	164.5234	53.0071	138.9872	81.8457	66.8664	89.0747
LitMCP_f	181.4544	98.0599	246.6766	122.0173	98.4805	203.1527
ThPIP	477.7135	368.4538	464.1221	423.1416	602.9665	584.9246
IndPIP	108.2464	127.8116	79.6399	140.3268	258.9172	180.3557
MidPIP	31.4759	28.0022	30.1198	25.1871	30.4560	42.1874
RinPIP	82.9914	26.7387	70.1101	41.2859	33.7298	44.9325
LitPIP	97.7839	52.8435	132.9315	65.7539	53.0702	109.4769
ThDIP	186.5301	143.8681	181.2232	165.2218	235.4370	228.3923
IndDIP	47.5487	56.1430	34.9829	61.6404	113.7329	79.2237
MidDIP	12.4416	11.0686	11.9056	9.9558	12.0385	16.6756
RinDIP	30.4462	9.8093	25.7206	15.1461	12.3741	16.4839
LitDIP	36.9726	19.9804	50.2620	24.8619	20.0661	41.3937
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	732.1347	564.5478	710.8266	647.8210	923.7967	895.6038
IndMCP_f	251.7090	297.1879	185.2229	326.3008	602.3002	419.1365
MidMCP_f	72.8508	64.7557	69.6981	58.2583	70.4319	97.5799
RinMMCP_fCP	164.5465	53.1032	139.1239	81.7666	66.8691	89.1752
LitMCP_f	181.7530	98.1625	246.4755	121.8399	98.4605	203.0447
ThPIP	478.0102	368.5929	464.0981	422.9618	603.1462	584.7390
IndPIP	108.2558	127.8155	79.6613	140.3365	259.0392	180.2636
MidPIP	31.4927	27.9933	30.1298	25.1845	30.4470	42.1828
RinPIP	83.0031	26.7871	70.1791	41.2460	33.7311	44.9832
LitPIP	97.9448	52.8988	132.8231	65.6583	53.0593	109.4187
ThDIP	186.6460	143.9224	181.2138	165.1516	235.5072	228.3198
IndDIP	47.5528	56.1447	34.9923	61.6447	113.7865	79.1832
MidDIP	12.4483	11.0650	11.9096	9.9548	12.0349	16.6738
RinDIP	30.4505	9.8271	25.7459	15.1315	12.3746	16.5025
LitDIP	37.0334	20.0013	50.2211	24.8257	20.0620	41.3717
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	732.5687	564.7629	710.7727	647.5373	924.0541	895.3048
IndMCP_f	251.7240	297.1979	185.2676	326.3201	602.5718	418.9111
MidMCP_f	72.8905	64.7345	69.7211	58.2517	70.4114	97.5693
RinMMCP_fCP	164.5642	53.2023	139.2588	81.6909	66.8713	89.2782
LitMCP_f	182.0450	98.2640	246.2670	121.6567	98.4372	202.9331
ThPIP	478.2936	368.7333	464.0630	422.7766	603.3143	584.5438
IndPIP	108.2623	127.8198	79.6805	140.3448	259.1560	180.1666
MidPIP	31.5098	27.9841	30.1398	25.1816	30.4382	42.1783
RinPIP	83.0120	26.8371	70.2471	41.2078	33.7323	45.0351
LitPIP	98.1022	52.9534	132.7108	65.5595	53.0468	109.3585
ThDIP	186.7566	143.9772	181.2001	165.0792	235.5728	228.2436
IndDIP	47.5557	56.1466	35.0007	61.6484	113.8378	79.1406
MidDIP	12.4550	11.0614	11.9135	9.9537	12.0314	16.6720
RinDIP	30.4538	9.8455	25.7708	15.1175	12.3750	16.5216
LitDIP	37.0929	20.0219	50.1786	24.7884	20.0572	41.3490
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	732.9815	564.9800	710.7016	647.2452	924.2939	894.9907
IndMCP_f	251.7320	297.2090	185.3071	326.3361	602.8313	418.6742
MidMCP_f	72.9309	64.7129	69.7438	58.2445	70.3910	97.5587
RinMMCP_fCP	164.5762	53.3045	139.3917	81.6188	66.8731	89.3835
LitMCP_f	182.3300	98.3642	246.0510	121.4674	98.4108	202.8178
ThPIP	478.5631	368.8750	464.0166	422.5859	603.4708	584.3388
IndPIP	108.2657	127.8246	79.6975	140.3517	259.2676	180.0647
MidPIP	31.5273	27.9748	30.1496	25.1785	30.4294	42.1737
RinPIP	83.0181	26.8887	70.3141	41.1714	33.7332	45.0882
LitPIP	98.2558	53.0075	132.5944	65.4575	53.0325	109.2964
ThDIP	186.8619	144.0326	181.1820	165.0048	235.6339	228.1635
IndDIP	47.5572	56.1487	35.0082	61.6514	113.8868	79.0959
MidDIP	12.4620	11.0577	11.9174	9.9524	12.0280	16.6702
RinDIP	30.4560	9.8644	25.7954	15.1041	12.3753	16.5411
LitDIP	37.1510	20.0424	50.1346	24.7498	20.0519	41.3255
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	733.3727	580.8402	710.6130	646.9448	924.5160	894.6614
IndMCP_f	251.7328	315.9759	185.3413	326.3488	603.0788	418.4254
MidMCP_f	72.9720	62.6144	69.7662	58.2367	70.3709	97.5480
RinMMCP_fCP	164.5824	58.6565	139.5226	81.5504	66.8744	89.4913
LitMCP_f	182.6080	91.6670	245.8276	121.2721	98.3813	202.6989
ThPIP	478.8185	379.2302	463.9587	422.3898	603.6158	584.1238
IndPIP	108.2661	135.8959	79.7122	140.3571	259.3741	179.9577
MidPIP	31.5451	27.0676	30.1592	25.1752	30.4207	42.1691
RinPIP	83.0212	29.5884	70.3802	41.1369	33.7338	45.1426
LitPIP	98.4056	49.3984	132.4739	65.3523	53.0166	109.2323
ThDIP	186.9616	148.0759	181.1594	164.9282	235.6905	228.0796
IndDIP	47.5573	59.6941	35.0147	61.6538	113.9336	79.0489
MidDIP	12.4690	10.6991	11.9212	9.9511	12.0245	16.6684
RinDIP	30.4572	10.8548	25.8197	15.0915	12.3756	16.5610
LitDIP	37.2076	18.6778	50.0890	24.7100	20.0458	41.3013
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	733.7417	581.0318	710.5068	646.6361	924.7207	894.3164
IndMCP_f	251.7264	315.9285	185.3701	326.3581	603.3143	418.1644
MidMCP_f	73.0139	62.5772	69.7882	58.2283	70.3510	97.5373
RinMMCP_fCP	164.5827	58.7962	139.6515	81.4858	66.8753	89.6017
LitMCP_f	182.8787	91.7824	245.5966	121.0707	98.3488	202.5764
ThPIP	479.0594	379.3552	463.8894	422.1882	603.7495	583.8985
IndPIP	108.2633	135.8755	79.7246	140.3612	259.4754	179.8455
MidPIP	31.5632	27.0515	30.1688	25.1715	30.4120	42.1644
RinPIP	83.0213	29.6589	70.4452	41.1043	33.7343	45.1983
LitPIP	98.5514	49.4606	132.3495	65.2438	52.9991	109.1663
ThDIP	187.0557	148.1247	181.1323	164.8495	235.7427	227.9916
IndDIP	47.5561	59.6852	35.0201	61.6555	113.9781	78.9996
MidDIP	12.4761	10.6928	11.9250	9.9497	12.0211	16.6665
RinDIP	30.4572	10.8807	25.8435	15.0795	12.3758	16.5814
LitDIP	37.2628	18.7013	50.0420	24.6690	20.0392	41.2763
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	734.0879	581.2270	710.3827	646.3191	924.9080	893.9556
IndMCP_f	251.7125	315.8830	185.3935	326.3642	603.5378	417.8910
MidMCP_f	73.0566	62.5398	69.8098	58.2193	70.3312	97.5265
RinMMCP_fCP	164.5767	58.9398	139.7783	81.4251	66.8758	89.7146
LitMCP_f	183.1419	91.8964	245.3582	120.8631	98.3134	202.4504
ThPIP	479.2854	379.4827	463.8084	421.9812	603.8718	583.6630
IndPIP	108.2573	135.8560	79.7346	140.3638	259.5715	179.7279
MidPIP	31.5817	27.0353	30.1781	25.1676	30.4035	42.1598
RinPIP	83.0183	29.7313	70.5092	41.0737	33.7345	45.2552
LitPIP	98.6933	49.5220	132.2210	65.1319	52.9801	109.0984
ThDIP	187.1439	148.1745	181.1007	164.7687	235.7905	227.8997
IndDIP	47.5535	59.6766	35.0245	61.6567	114.0203	78.9479
MidDIP	12.4834	10.6864	11.9286	9.9481	12.0177	16.6647
RinDIP	30.4561	10.9072	25.8670	15.0683	12.3758	16.6023
LitDIP	37.3164	18.7245	49.9934	24.6267	20.0320	41.2506
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	734.4107	581.4261	710.2406	645.9937	925.0781	893.5787
IndMCP_f	251.6911	315.8395	185.4114	326.3669	603.7493	417.6047
MidMCP_f	73.1001	62.5022	69.8310	58.2096	70.3117	97.5157
RinMMCP_fCP	164.5644	59.0872	139.9030	81.3684	66.8758	89.8301
LitMCP_f	183.3973	92.0088	245.1123	120.6492	98.2753	202.3210
ThPIP	479.4962	379.6127	463.7156	421.7688	603.9828	583.4169
IndPIP	108.2481	135.8373	79.7423	140.3649	259.6624	179.6048
MidPIP	31.6005	27.0191	30.1873	25.1635	30.3951	42.1551
RinPIP	83.0121	29.8057	70.5720	41.0451	33.7345	45.3135
LitPIP	98.8309	49.5826	132.0885	65.0166	52.9595	109.0287
ThDIP	187.2262	148.2253	181.0645	164.6857	235.8338	227.8036
IndDIP	47.5495	59.6684	35.0279	61.6572	114.0602	78.8938
MidDIP	12.4909	10.6800	11.9323	9.9465	12.0144	16.6629
RinDIP	30.4538	10.9345	25.8901	15.0578	12.3758	16.6237
LitDIP	37.3684	18.7474	49.9433	24.5831	20.0243	41.2243
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	734.7095	581.6289	710.0803	645.6599	925.2310	893.1854
IndMCP_f	251.6621	315.7982	185.4235	326.3663	603.9489	417.3053
MidMCP_f	73.1444	62.4645	69.8517	58.1993	70.2924	97.5049
RinMMCP_fCP	164.5456	59.2384	140.0254	81.3157	66.8753	89.9483
LitMCP_f	183.6448	92.1197	244.8590	120.4291	98.2344	202.1882
ThPIP	479.6913	379.7451	463.6109	421.5509	604.0827	583.1601
IndPIP	108.2356	135.8195	79.7476	140.3647	259.7483	179.4760
MidPIP	31.6196	27.0028	30.1962	25.1590	30.3867	42.1504
RinPIP	83.0026	29.8820	70.6338	41.0186	33.7343	45.3731
LitPIP	98.9643	49.6423	131.9520	64.8980	52.9375	108.9571
ThDIP	187.3024	148.2770	181.0236	164.6007	235.8728	227.7033
IndDIP	47.5440	59.6606	35.0302	61.6571	114.0980	78.8373
MidDIP	12.4984	10.6735	11.9358	9.9447	12.0111	16.6610
RinDIP	30.4504	10.9625	25.9127	15.0481	12.3758	16.6456
LitDIP	37.4189	18.7700	49.8917	24.5382	20.0159	41.1972
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	734.9838	581.8357	709.9017	645.3178	925.3670	892.7755
IndMCP_f	251.6252	315.7590	185.4300	326.3623	604.1366	416.9925
MidMCP_f	73.1895	62.4268	69.8719	58.1883	70.2732	97.4940
RinMMCP_fCP	164.5200	59.3936	140.1454	81.2672	66.8743	90.0692
LitMCP_f	183.8842	92.2289	244.5984	120.2027	98.1909	202.0520
ThPIP	479.8704	379.8801	463.4943	421.3275	604.1714	582.8925
IndPIP	108.2198	135.8026	79.7503	140.3630	259.8290	179.3415
MidPIP	31.6391	26.9865	30.2049	25.1543	30.3784	42.1457
RinPIP	82.9898	29.9602	70.6943	40.9941	33.7338	45.4341
LitPIP	99.0933	49.7012	131.8116	64.7760	52.9141	108.8838
ThDIP	187.3723	148.3297	180.9780	164.5134	235.9075	227.5988
IndDIP	47.5370	59.6531	35.0314	61.6563	114.1334	78.7782
MidDIP	12.5062	10.6671	11.9392	9.9428	12.0078	16.6591
RinDIP	30.4456	10.9912	25.9349	15.0391	12.3756	16.6679
LitDIP	37.4676	18.7923	49.8386	24.4921	20.0071	41.1695
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	735.2328	582.0464	709.7044	644.9673	925.4860	892.3487
IndMCP_f	251.5803	315.7220	185.4306	326.3550	604.3124	416.6658
MidMCP_f	73.2355	62.3889	69.8915	58.1767	70.2541	97.4830
RinMMCP_fCP	164.4875	59.5526	140.2631	81.2228	66.8727	90.1927
LitMCP_f	184.1151	92.3366	244.3305	119.9700	98.1450	201.9126
ThPIP	480.0330	380.0177	463.3655	421.0987	604.2491	582.6138
IndPIP	108.2005	135.7867	79.7506	140.3598	259.9046	179.2010
MidPIP	31.6590	26.9701	30.2134	25.1492	30.3702	42.1410
RinPIP	82.9733	30.0404	70.7537	40.9716	33.7330	45.4964
LitPIP	99.2177	49.7592	131.6672	64.6506	52.8893	108.8086
ThDIP	187.4358	148.3834	180.9278	164.4241	235.9378	227.4900
IndDIP	47.5285	59.6462	35.0315	61.6549	114.1666	78.7165
MidDIP	12.5140	10.6606	11.9426	9.9409	12.0046	16.6573
RinDIP	30.4396	11.0206	25.9567	15.0309	12.3753	16.6908
LitDIP	37.5147	18.8142	49.7840	24.4447	19.9977	41.1411
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	735.4561	582.2611	709.4883	644.6084	925.5883	891.9047
IndMCP_f	251.5274	315.6873	185.4252	326.3441	604.4765	416.3251
MidMCP_f	73.2822	62.3510	69.9106	58.1643	70.2352	97.4720
RinMMCP_fCP	164.4479	59.7155	140.3781	81.1825	66.8706	90.3190
LitMCP_f	184.3375	92.4426	244.0553	119.7311	98.0966	201.7699
ThPIP	480.1788	380.1578	463.2244	420.8644	604.3159	582.3239
IndPIP	108.1777	135.7718	79.7483	140.3551	259.9752	179.0544
MidPIP	31.6792	26.9537	30.2217	25.1439	30.3620	42.1362
RinPIP	82.9533	30.1226	70.8117	40.9513	33.7319	45.5601
LitPIP	99.3376	49.8164	131.5189	64.5218	52.8632	108.7317
ThDIP	187.4928	148.4381	180.8727	164.3326	235.9639	227.3768
IndDIP	47.5185	59.6396	35.0305	61.6529	114.1976	78.6521
MidDIP	12.5220	10.6541	11.9459	9.9387	12.0013	16.6554
RinDIP	30.4323	11.0508	25.9780	15.0234	12.3749	16.7142
LitDIP	37.5600	18.8358	49.7279	24.3960	19.9878	41.1120
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	735.6531	582.4797	709.2534	640.9523	925.6739	891.4434
IndMCP_f	251.4663	315.6549	185.4138	316.6321	604.6287	415.9700
MidMCP_f	73.3298	62.3131	69.9290	59.5311	70.2164	97.4609
RinMMCP_fCP	164.4008	59.8822	140.4904	75.9096	66.8679	90.4480
LitMCP_f	184.5511	92.5469	243.7729	128.5789	98.0459	201.6241
ThPIP	480.3074	380.3006	463.0710	418.4773	604.3718	582.0227
IndPIP	108.1515	135.7579	79.7434	136.1782	260.0407	178.9017
MidPIP	31.6998	26.9373	30.2296	25.7347	30.3539	42.1314
RinPIP	82.9296	30.2067	70.8684	38.2915	33.7306	45.6252
LitPIP	99.4527	49.8726	131.3667	69.2899	52.8359	108.6531
ThDIP	187.5430	148.4939	180.8128	163.4005	235.9857	227.2592
IndDIP	47.5070	59.6335	35.0284	59.8181	114.2264	78.5850
MidDIP	12.5301	10.6477	11.9490	10.1723	11.9981	16.6535
RinDIP	30.4236	11.0816	25.9988	14.0476	12.3744	16.7381
LitDIP	37.6035	18.8571	49.6704	26.1988	19.9775	41.0823
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	735.8232	582.7024	708.9992	640.3482	925.7430	890.9643
IndMCP_f	251.3969	315.6249	185.3964	316.4277	604.7692	415.6001
MidMCP_f	73.3782	62.2751	69.9468	59.5234	70.1977	97.4498
RinMMCP_fCP	164.3463	60.0529	140.5999	75.8988	66.8646	90.5798
LitMCP_f	184.7557	92.6495	243.4835	128.2914	97.9931	201.4751
ThPIP	480.4184	380.4460	462.9051	418.0829	604.4169	581.7100
IndPIP	108.1216	135.7450	79.7359	136.0903	260.1011	178.7426
MidPIP	31.7207	26.9209	30.2373	25.7314	30.3458	42.1266
RinPIP	82.9021	30.2928	70.9236	38.2860	33.7289	45.6917
LitPIP	99.5630	49.9279	131.2107	69.1349	52.8075	108.5729
ThDIP	187.5863	148.5506	180.7480	163.2465	236.0033	227.1371
IndDIP	47.4939	59.6278	35.0251	59.7795	114.2529	78.5151
MidDIP	12.5384	10.6412	11.9521	10.1710	11.9949	16.6516
RinDIP	30.4135	11.1132	26.0190	14.0456	12.3738	16.7624
LitDIP	37.6452	18.8780	49.6114	26.1402	19.9668	41.0519
ThMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IndMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MidMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RinMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LitMCP_a	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ThMCP_f	735.9659	582.9291	708.7258	639.7372	925.7958	833.0828
